ObjectID,GlobalID,Transect Meter Mark,Direction To Group,Distance To Group,Number Seedlings In Group,Number Vegetative In Group,Number Reproductive In Group,siteName,distBetweenTransects,eventDate,recordedBy,transectNumber_,transectOrientation,ParentGlobalID,CreationDate,Creator,EditDate,Editor,x,y
277,6c068ea7-aa56-4844-99b3-96ced83da336,9.6,-,0.91,,1,,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377237666667,39.062099
278,82b29c9f-fef9-4cb6-878b-d469a746e085,14.4,-,2.31,,1,,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.3773405,39.0620998333333
279,1c352d89-5626-4c22-80df-889a1f5549f1,20,+,0.17,,11,1,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377418666667,39.0620738333333
280,69cd9832-de20-4a07-9981-c854dbea40c0,20.45,-,1.91,,1,,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377489166667,39.062071
281,204c0106-ac3f-4bee-a38b-344468dfa4db,24.75,+,1.21,,,1,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377495166667,39.062066
282,c685cab7-e838-442a-a4e7-77b75c756fef,26.7,+,1.49,,,1,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.3775415,39.062064
283,25c36fe9-7dc6-40ad-9d17-6a09721d07ae,28.65,+,1.28,,1,1,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.3775765,39.0620745
284,3a738b8f-29e1-4be8-9afa-4975ec9ca22e,28.3,+,1.66,,,1,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377561833333,39.0621108333333
285,880474f0-1ee6-4b28-9bcf-d6ac832a6110,28.65,+,0.17,,1,,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.3775605,39.0620983333333
286,3e0f26b4-f2fa-4430-bad4-3bedfabcf657,34.75,+,2.64,,,1,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.3775645,39.0620911666667
287,1ef448db-e91f-47db-a1a2-246f9378e530,53.9,,1.23,,,1,12,10,1714672800000,,7,EW,e36b0ddd-957f-488d-bcf0-4676eeb0dd31,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377644333333,39.0621195
288,82fdc8f6-7025-4a9b-9102-13c4a6db7405,4.35,+,2.9,,,1,12,10,1714672800000,,5,EW,ee15a125-3474-4918-a910-28377ca093b2,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.3778625,39.0621088333333
289,a1478845-18af-46b4-8bb3-8aa54ee0cbe6,7.45,+,2.15,,1,,12,10,1714672800000,,5,EW,ee15a125-3474-4918-a910-28377ca093b2,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.3774555,39.0619243333333
290,4eb6e938-4d29-44ba-adc8-189166fd53c3,7.95,-,2.55,,,1,12,10,1714672800000,,5,EW,ee15a125-3474-4918-a910-28377ca093b2,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377457666667,39.061931
291,b7b3c71e-ef6e-4913-a516-0e407d24e2fa,12.3,-,2.46,,,1,12,10,1714672800000,,5,EW,ee15a125-3474-4918-a910-28377ca093b2,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377515166667,39.0618785
292,67ba6aec-eb5d-4b55-ad08-2c8aef0ae789,12.55,-,0.81,,1,,12,10,1714672800000,,5,EW,ee15a125-3474-4918-a910-28377ca093b2,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377519666667,39.0618778333333
293,bb85d23f-161c-45d7-a0c9-bbf010fa6a93,13.15,,0.39,,1,,12,10,1714672800000,,5,EW,ee15a125-3474-4918-a910-28377ca093b2,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.377523666667,39.0618771666667
294,1075e665-0798-44f1-a32d-6ad08beca3d3,17.9,+,1.25,,1,,12,10,1714672800000,,5,EW,ee15a125-3474-4918-a910-28377ca093b2,5/3/2024 3:35:50 AM,MichelleDPL,5/3/2024 3:35:50 AM,MichelleDPL,-108.3775755,39.0619243333333
295,c793eabb-0ede-44a6-a379-5731d6508c13,19.3,+,1.53,,,1,10,10,1714672800000,,2,NS,9d468ee3-100b-4fc8-ac2a-704e2cbcacb8,5/3/2024 3:36:15 AM,MichelleDPL,5/3/2024 3:36:15 AM,MichelleDPL,-108.371766166667,38.848792
296,49633669-c66d-4eaf-b164-c607e0a41b18,19.45,-,0.48,,1,,10,10,1714672800000,,2,NS,9d468ee3-100b-4fc8-ac2a-704e2cbcacb8,5/3/2024 3:36:15 AM,MichelleDPL,5/3/2024 3:36:15 AM,MichelleDPL,-108.371680333333,38.8489585
297,378e29e1-a6d1-4633-a6e4-8831aaeb7af6,44,+,2.16,,,1,10,10,1714672800000,,2,NS,9d468ee3-100b-4fc8-ac2a-704e2cbcacb8,5/3/2024 3:36:15 AM,MichelleDPL,5/3/2024 3:36:15 AM,MichelleDPL,-108.3715725,38.8491766666667
298,97822ef2-27b4-4ad0-8391-6770c0abfcd0,11.95,-,1.02,,,1,10,10,1714672800000,,1,EW,0c8d20b4-2f52-49c5-968b-de22ea2c19f1,5/3/2024 3:36:15 AM,MichelleDPL,5/3/2024 3:36:15 AM,MichelleDPL,-108.3714355,38.849106
299,0af1178d-4d5e-451e-883f-18963cc00b34,50,-,1.13,,,1,10,10,1714672800000,,2,EW,fa6dc9e0-fbb3-49ba-ae6a-b8ecbf6c04ac,5/3/2024 3:36:15 AM,MichelleDPL,5/3/2024 3:36:15 AM,MichelleDPL,-108.371789166667,38.8491385
300,017c968b-bbc6-4199-9f99-32bdee34cbc9,86.75,-,0.4,,,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377664,39.0614766666667
301,593c23b7-3468-4e04-a74d-23650957e5a6,84.45,-,3.68,,1,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377696083333,39.0616148666667
302,05fd6df5-df67-4d8f-b090-c861a3918db7,74.27,-,1.51,,,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377661318182,39.0616926060606
303,68ead928-7264-4cbb-847a-1f4a6d06f46b,72.34,+,3.5,,,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377603616667,39.0617079833333
304,b4b76013-deb9-4374-a3d4-896ad1678a62,54.95,-,0.76,,17,,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.37763385,39.0618606833333
305,c5e52445-742f-4703-b5e0-bf30d14d0442,48.6,+,2.17,,1,,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377590509259,39.0619226203704
306,8567dc72-c3e7-4944-9ff3-e9ec998e7151,44.6,-,1.48,,,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377628527778,39.0619642777778
307,c998c57b-7bd0-4819-afd8-0fec12d40b3f,37.25,-,1.4,,1,2,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377626744444,39.0620291666667
308,a95914e4-9112-4c65-ae14-329350866cc5,28.4,+,1.6,,1,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377584848485,39.0621050606061
309,19e4d746-850a-4991-99f0-30102e44170b,26.3,+,3.63,,2,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.3775604,39.0621248
310,ea4982ed-7b2c-4e79-ba74-3a41800e8c0b,8.82,+,0.23,,,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377580333333,39.0622775
311,da7cb1a4-ab3a-49bb-9755-2ef4001f4926,7.67,+,0.3,,,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.3775855,39.06229215
312,20c31f3d-1665-4d44-a909-0404f4d49d84,0.55,-,0.09,,4,1,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,-108.377548216667,39.0623439833333
313,e1a312c0-9c53-4bb9-b1f9-34027245034a,,,,,,,12,10,1714672800000,,3,NS,0c1494ed-a0bb-4e18-bb95-ef9428d5931f,5/3/2024 3:36:17 AM,MichelleDPL,5/3/2024 3:36:17 AM,MichelleDPL,0,0
314,92d5be73-ee5e-48f0-b282-8759bdea9398,21.15,+,1.07,,1,,12,10,1714672800000,,9,EW,862ee0b0-9f42-40d3-94cb-6de2bf19cfe6,5/3/2024 3:36:18 AM,MichelleDPL,5/3/2024 3:36:18 AM,MichelleDPL,-108.377444712121,39.0622653484849
315,0a45c394-8b3d-4153-a0c2-2f7b4e32c50a,26,+,0.61,,1,,12,10,1714672800000,,9,EW,862ee0b0-9f42-40d3-94cb-6de2bf19cfe6,5/3/2024 3:36:18 AM,MichelleDPL,5/3/2024 3:36:18 AM,MichelleDPL,-108.377520095238,39.0622628095238
316,c900a9ad-9625-4d20-8479-c37a6d5573b8,27.38,-,1.68,,1,,12,10,1714672800000,,9,EW,862ee0b0-9f42-40d3-94cb-6de2bf19cfe6,5/3/2024 3:36:18 AM,MichelleDPL,5/3/2024 3:36:18 AM,MichelleDPL,-108.377525733333,39.0622411666667
317,f6bbefe0-265a-41a8-bda5-5f18e4999f70,30,+,1.23,,,1,12,10,1714672800000,,9,EW,862ee0b0-9f42-40d3-94cb-6de2bf19cfe6,5/3/2024 3:36:18 AM,MichelleDPL,5/3/2024 3:36:18 AM,MichelleDPL,-108.377568666667,39.0622745
318,9d40fe03-c3b1-4a4f-b3bb-b5e0e9c44893,30.15,+,2.32,,,1,12,10,1714672800000,,9,EW,862ee0b0-9f42-40d3-94cb-6de2bf19cfe6,5/3/2024 3:36:18 AM,MichelleDPL,5/3/2024 3:36:18 AM,MichelleDPL,-108.377567190476,39.0622869761905
319,bfab9648-05a3-4f91-a21e-136ee1e4a614,34.2,-,1.12,,4,1,12,10,1714672800000,,9,EW,862ee0b0-9f42-40d3-94cb-6de2bf19cfe6,5/3/2024 3:36:18 AM,MichelleDPL,5/3/2024 3:36:18 AM,MichelleDPL,-108.377612666667,39.0622616666667
320,d1d88b7c-37a3-47e3-be8a-e77ae2359cd8,34.7,-,0.29,,1,,12,10,1714672800000,,9,EW,862ee0b0-9f42-40d3-94cb-6de2bf19cfe6,5/3/2024 3:36:18 AM,MichelleDPL,5/3/2024 3:36:18 AM,MichelleDPL,-108.377628116667,39.0622727666667
321,3fe41cc1-8b77-4b3d-9403-b8be6bd86118,,,,,,,12,10,1714672800000,,9,EW,862ee0b0-9f42-40d3-94cb-6de2bf19cfe6,5/3/2024 3:36:18 AM,MichelleDPL,5/3/2024 3:36:18 AM,MichelleDPL,0,0
322,8ca8f193-c1dc-4ce5-aa46-a409cc74b751,8,+,1.18,,1,1,10,10,1714672800000,,3,NS,ecd0affc-357b-4480-82bf-772be4ecc402,5/3/2024 3:36:34 AM,MichelleDPL,5/3/2024 3:36:34 AM,MichelleDPL,-108.371836166667,38.8488113333333
323,34c0ef32-df51-409f-acf1-321d3ad799da,8.95,-,0.7,,,,10,10,1714672800000,,3,NS,ecd0affc-357b-4480-82bf-772be4ecc402,5/3/2024 3:36:34 AM,MichelleDPL,5/3/2024 3:36:34 AM,MichelleDPL,-108.371823333333,38.8488798333333
324,c0c50735-6e3d-4fa4-8269-cc8e5587e33e,9.15,-,0.54,,1,,10,10,1714672800000,,3,NS,ecd0affc-357b-4480-82bf-772be4ecc402,5/3/2024 3:36:34 AM,MichelleDPL,5/3/2024 3:36:34 AM,MichelleDPL,-108.371826166667,38.8488788333333
325,7c13f969-6b78-4c3b-aed2-af2bc42cf1b0,17.32,+,0.34,,,1,10,10,1714672800000,,3,NS,ecd0affc-357b-4480-82bf-772be4ecc402,5/3/2024 3:36:34 AM,MichelleDPL,5/3/2024 3:36:34 AM,MichelleDPL,-108.371825833333,38.84888
326,e443a47d-35bd-4934-a4a4-b1edaadc16c9,19.05,+,0.11,,,1,10,10,1714672800000,,3,NS,ecd0affc-357b-4480-82bf-772be4ecc402,5/3/2024 3:36:34 AM,MichelleDPL,5/3/2024 3:36:34 AM,MichelleDPL,-108.371773666667,38.8489501666667
327,89dca4e2-01b7-44d4-a679-94df251c07bf,29,+,0.16,,,1,10,10,1714672800000,,3,NS,ecd0affc-357b-4480-82bf-772be4ecc402,5/3/2024 3:36:34 AM,MichelleDPL,5/3/2024 3:36:34 AM,MichelleDPL,-108.371766166667,38.8489581666667
328,51d777a4-f4f0-49e3-ad5f-4be47385db47,33.35,+,2.85,,,1,10,10,1714672800000,,3,NS,ecd0affc-357b-4480-82bf-772be4ecc402,5/3/2024 3:36:34 AM,MichelleDPL,5/3/2024 3:36:34 AM,MichelleDPL,-108.3717465,38.8490523333333
329,bec3d136-9e0b-413e-aa6a-f1300d85b6ad,,,,,,,10,10,1714672800000,,3,NS,ecd0affc-357b-4480-82bf-772be4ecc402,5/3/2024 3:36:34 AM,MichelleDPL,5/3/2024 3:36:34 AM,MichelleDPL,-108.371743833333,38.8490976666667
330,aa9c535d-453a-41a5-9be9-dc6fc74631d9,39.25,+,0.47,,,1,10,10,1714672800000,,3,EW,d8a3a5e9-f871-4c99-94b2-28e99c2a84a0,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.371199,38.849013
331,7e98485a-4e62-447e-99a5-e5ad72013c23,47.1,+,1.51,,,1,10,10,1714672800000,,3,EW,d8a3a5e9-f871-4c99-94b2-28e99c2a84a0,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.371642,38.8490788333333
332,6ac25f67-227b-4829-9996-67d980ed1715,49.8,-,1.06,,,1,10,10,1714672800000,,3,EW,d8a3a5e9-f871-4c99-94b2-28e99c2a84a0,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.371712833333,38.8491061666667
333,1177b7f0-3d41-4d12-ba77-f1771c2ac868,,,,,,,10,10,1714672800000,,3,EW,d8a3a5e9-f871-4c99-94b2-28e99c2a84a0,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.3717485,38.8491038333333
334,c2b4e3a8-955f-4062-9049-5e5d8a3ecda5,98.87,+,2.3,0,8,2,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377505166667,39.0614653333333
335,faa24b20-9190-452b-be4a-b65fcef7ffac,86.5,-,2.18,0,0,1,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.37751,39.0614621666667
336,0b5649e9-aa2a-4f97-b485-a4af273d70c6,83.77,-,2.8,0,0,2,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.37755,39.0615878333333
337,f2232d84-2ba4-47fa-bb85-74b64de00c24,80.25,+,0.05,0,0,1,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377561333333,39.0616046666667
338,93323402-0e16-40b1-8889-3ab377bc59c3,55,-,0.97,,1,,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.3775565,39.0616368333333
339,38ec92e4-266e-4f24-8355-40acccbcc67e,52.6,-,1.9,,,1,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377509333333,39.0618736666667
340,acd7e7a0-a0fa-4c20-b681-fda73e4d64c5,52.57,+,2.38,,,1,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377511666667,39.061881
341,bfde38fb-fc18-4f88-87ee-fe08cc132789,46.42,-,2.2,,1,,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377509833333,39.0618823333333
342,ef501589-7c5d-4ad2-aab2-d52d03a696b1,45.9,+,0.2,,1,,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.3775015,39.0619383333333
343,2ab001a5-d93c-4b49-b63e-3f462d98c3f8,45.89,+,1.8,,3,,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377482,39.0619348333333
344,32210791-4eb9-466f-845f-3e13fe15013f,44.85,-,0.77,,1,,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377474166667,39.061939
345,25fd3d11-aaa4-47fc-b05d-cd647df59e09,41.31,-,2.08,,1,1,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377465833333,39.061946
346,fccdd33c-e632-4da1-a229-e0dccf957f3e,38.26,+,0.03,,2,2,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377509666667,39.0619848333333
347,64738207-9b23-43ee-8319-b7df207e5640,29.75,+,0,,10,1,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377490833333,39.0620021666667
348,f9d353c1-df67-41ee-ba90-d73d71c915bc,24.32,-,2.67,,1,1,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377489833333,39.062076
349,57de6207-3ec2-4c6a-80e6-b0602a3ee05c,22.45,+,0.3,,,1,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377492833333,39.0621291666667
350,1bd342c7-bee1-4435-b35e-3059b3f4c71e,9,-,0.88,,1,,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.3774745,39.0621468333333
351,e3bbe035-f017-4472-be8c-f8c9ac73a092,,,,,,,12,10,1714672800000,,2,NS,d2283f19-eedc-4bb7-8387-92b2cda69b3a,5/3/2024 3:36:35 AM,MichelleDPL,5/3/2024 3:36:35 AM,MichelleDPL,-108.377467833333,39.0622735
352,a659f07b-48d6-4691-bdf1-2d6a92a68e0c,6.25,+,2.04,,1,,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377259333333,39.062176
353,e8b661df-f5b0-410e-ac51-ee7758263396,8.8,-,3.02,,,1,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377293333333,39.062182
354,28c99095-a0b7-4e88-918b-faf6128fef18,10.2,-,2.27,,,1,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377328833333,39.0621448333333
355,52741da4-f73f-4405-869d-fc19d2e6699b,15.03,-,0.45,,,2,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377332166667,39.0621591666667
356,35061448-b2ba-4e5f-a755-287f4654350d,15.32,+,0.92,,1,1,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.3773945,39.0621591666667
357,6374ceca-6a68-4c02-b780-b24317f3f8af,19.63,-,2.46,,,1,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377408666667,39.0621766666667
358,dbba38cd-06ce-4006-9b6d-55019c5dcb99,24.5,+,0.38,,1,,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377447166667,39.0621536666667
359,0ea61822-a047-4c7d-8476-5915415a2fbe,41.92,-,1.34,,3,,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377487666667,39.0621753333333
360,a30d92f8-20e4-433f-882e-65d29a62c0ba,43.8,+,0.6,,1,,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377696666667,39.0621735
361,373f58eb-104b-49f6-bcda-39c15007d71a,53.52,+,1.05,,1,1,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377709,39.0621803333333
362,381d0700-3f52-45cb-bf1d-2c77008dbba3,,,,,,,12,10,1714672800000,,8,EW,f9411cc1-319d-4c2b-bf80-d457dd3f27b9,5/3/2024 3:36:36 AM,MichelleDPL,5/3/2024 3:36:36 AM,MichelleDPL,-108.377839333333,39.0621966666667
363,fd0a845c-2a6f-4b29-bb47-ece11b7ea35e,25.32,+,1.38,,2,,12,10,1714672800000,,1,EW,bb921ad1-1a03-49a9-9328-3964d6e2c3aa,5/3/2024 3:36:37 AM,MichelleDPL,5/3/2024 3:36:37 AM,MichelleDPL,-108.377660166667,39.0615678333333
364,416ea6a3-20fd-4acc-a3b3-6e8b01af4041,,,,,,,12,10,1714672800000,,1,EW,bb921ad1-1a03-49a9-9328-3964d6e2c3aa,5/3/2024 3:36:37 AM,MichelleDPL,5/3/2024 3:36:37 AM,MichelleDPL,-108.3775665,39.0615513333333
